story,caption
Mengapa Tun terlihat sangat bahagia?,boy and girl playing with a ball in the sand
"Wuih, betapa indahnya bintang laut yang kautemukan, Tun! Bisakah aku menaruhnya di istana kami?",drawing of children playing in sand castle on the beach
"Aku akan menaruhnya untukmu, kata Tun bersemangat.",group of children playing in the sand
Yuuhuu! Istana bintang laut!Ini adalah istana terindah di dunia!,boy and girl playing in the sand
8  ekor jangkrik.,butterflies and butterflies are flying around the flower garden
7  ekor kupu-kupu.,ducklings of ducks and ducks in a pond with ducks
6  ekor bebek.,a tree frog and a froggy froggy froggy froggy froggy frog
5  ekor berang-berang.,picture of a catamauchel swimming in the water
4  ekor kuda.,horses are standing in a field with a horse and a horse
3  ekor sapi.,lioness playing with a ball in the grass
2  ekor singa.,there are two cows that are standing in the grass
1  ekor gajah.,elephant with a heart shaped apple tree in the middle of a tree
Bo dan Nenek berjalan-jalan di sebuah taman.,boy feeding corn on a farm
"Puuss, mau jagung? Tanya Bo.",a woman holding a baby and a zebra in a park
"Nek, burung ini mau jagungku.",man and a woman walking with a dog
Seekor burung sedang makan jagung.,a boy with a bird in a basket of food
"Oh, dua ekor burung sedang makan jagung.",boy with a bird on a beach
"Nek, lihatlah, tiga ekor burung sedang makan jagungku!",boy running with a zebra in a field
"Sekarang, empat ekor burung sedang makan jagung.",there is a picture of a cat and a dog in a jungle
"Satu, dua, tiga, empat .. Ah, lima ekor burung sedang makan jagungku.",boy with a birdie feeding a birdie in a field
"Wah, senang sekali melihat burung-burung ini makan jagung, pikir Bo.",a boy with a flower in his hair and a bird on his head
Aku ingin punya burung sendiri.,boy with a cat and a tiger cubby
"Tak ada burung yang makan jagungku, sekarang sudah tidak ada burung lagi.",a  character of a man and a woman in a field
"Nenek tersenyum. Jangan bersedih, Sayang, burung-burungnya hanya sedang terbang pulang.",a boy feeding birds in a field with a bird
"Anjing dan Kucing tinggal di bawah satu atap.Namun, mereka sangat membenci satu sama lain.",dogueue and cat are standing in the grass
"Kucing sombong dengan cakarnya yang tajam,Anjing berlagak sombong dengan moncongnya yang panjang.",man and a dog in a field with a tent
Tidak ada yang berniat untuk mengalahdan waktu terus berjalan.,dog and cat playing with a dog in the grass
"Tanpa ada yang bisa diajak bermain,keduanya menghabiskan waktu dalam kejemuan.",dog and cat playing with a cat and a dog
"Bosan dengan semua pertengkaran,Anjing dan Kucing memutuskan untuk berdamai.Sekarang Kucing sedang berbaring di sisi Anjingdan Anjing memainkan kumisnya sambil tersenyum.",a bird flying over a mountain with a bird in the background
"Elang Putih hidup bersama ibu dan ayahnya di sebuah tebing gunung yang berbatu.Pada suatu hari, ayah dan ibu Elang Putih berkata bahwa ia sudah cukup besar untuk belajar terbang.Elang Putih merasa takut. Bagaimana kalau ia jatuh ke tanah?",a bird with a bird in the middle of a picture
"Elang Putih tahu ia harus mencobanya.Pada hari pertama, ia hanya terbang sedikit tanpa jatuh. Meski begitu, orang tuanya memujinya.Elang Putih terus mencoba. Setelah beberapa hari, ia berhasil terbang dengan baik.",there are two images of a bird that are flying in the sky
"Orang tua Elang Putih melatihnya terbang tinggi ke angkasa.Mereka juga mengajarkan cara meluncur di udara.Namun, Elang Putih masih merasa takut.",a bald eagle eagle sitting on a cliff overlooking a cliff
"Suatu hari, Elang Putih terlambat bangun. Ia merasa lapar, tetapi tak ada makanan yang tersedia untuknya.Elang Putih memanggil orang tuanya, tetapi mereka tak menjawab.",there is a bird flying over a road with a bird flying by
"Elang Putih makin lapar dan bertambah lapar.Karena merasa tak tahan lagi, ia meluncur dari tebing dan mencari makan.Ia perlu sedikit keberuntungan karena kedua orang tuanya belum memberinya pelajaran berburu.",there is a bird flying in the sky with clouds and a bird
"Elang Putih tidak langsung memperoleh makanan.Setelah beberapa lama, ia mencoba mencari orang tuanya. Ia terbang ke segala arah, tetapi tak kunjung ditemukannya.Elang Putih mulai kelelahan. Mungkin ia harus mencoba satu arah lagi ... ke atas!",there are many birds that are sitting on a tree branch
"Belum pernah Elang Putih terbang setinggi itu.Makin tinggi, pandangannya menjadi luas dan makin luas.""Sungguh sangat indah,"" pikirnya.",a bird flying over a hill with a bird flying over it
"Dari ketinggian itulah, akhirnya Elang Putih melihat orang tuanya!Ia terbang menuju pohon tempat orang tuanya hinggap.",a bird flying over a lake with a bird in the background
"Ibu Elang Putih tersenyum saat melihatnya.""Bagaimana kamu bisa menemukan kami?"" tanyanya.""Aku terbang sangat tinggi,"" kata Elang Putih dengan bangga.",four different images of a  character in a  style
"Sejak saat itu, Elang Putih tak pernah takut lagi untuk terbang.",there are two birds that are standing on a tree branch
Pertanyaan:1. Apa yang Elang Putih takut lakukan?2. Terbang macam apa yang diajarkan oleh orang tua Elang Putih?3. Bagaimana cara Elang Putih menemukan kedua orang tuanya?4. Apa saja nama burung yang kamu tahu?,third story project third story project
"The Third Story Project, sebuah upaya kolaborasi antara Myanmar Storytellers dan Benevolent Youth Association (Yangon), menciptakan dan memproduksi buku anak-anak dalam bahasa Burma dan bahasa Myanmar lainnya untuk mendistribusikan secara gratis kepada anak-anak di Myanmar. Cerita ditulis dan digambar oleh seniman Myanmar untuk pembaca Myanmar dan ditujukan untuk membahas isu-isu perdamaian, toleransi, keberagaman, gender, lingkungan dan hak anak-anak.",a woman teacher teaching a student in a classroom
"Vin seorang murid kelas 3  yang suka bersekolah. Namun, ia tak mengerti mengapa ia harus belajar begitu banyak mata pelajaran.",picture of a boy sitting at a desk with a laptop and a laptop
"""Mengapa aku harus tahu berbagai hal yang berbeda?"" tanya Vin pada gurunya. ""Bagaimana aku menggunakan semua itu saat dewasa nanti?""""Apa pun cita-citamu saat dewasa nanti,"" gurunya berkata, ""Pendidikan akan membuatmu berhasil!""",boy sitting at a desk with a pen and pencil
"Oleh karena itu, Vin berupaya memperhatikan pelajaran dan belajar di rumah.Namun, ia masih tidak mengerti apa gunanya.",there are many people in the classroom with a teacher and two children
"Suatu hari, para relawan perawat datang ke sekolah untuk memberikan vaksinasi dan penyuluhan tentang kesehatan. Ini pertama kalinya Vin bertemu perawat sungguhan. Ia kagum betapa para perawat itu serbatahu.",man on a bicycle with a child on the street
"Keesokan harinya, sahabat Vin, Elita mengalami kecelakaan di jalan. Vin menemukan seorang dewasa untuk menelepon ambulans. Vin merasa takut, tetapi ia ingin menolong. Jadi, ia menemani Elita menunggu ambulans datang.",hospital room with a man in a wheelchair
"Vin dan Elita dibawa ke rumah sakit. Begitu tiba, Vin melihat para dokter dan perawat yang begitu sigap menolong Elita. Mereka tampaknya tahu benar apa yang harus dilakukan.",a man in a white lab coat and a child in a hospital
Vin menunggu di koridor dengan perasaan takut dan sedih. Andai saja ia dapat berbuat lebih banyak untuk Elita. Andai saja ia banyak tahu seperti perawat yang berkunjung ke sekolah waktu itu dan seperti para dokter yang merawat Elita.,a man in a lab coat is holding a folder and a folder
"Seorang dokter mendekatinya dan bertanya, ""Sedang menunggu siapa?""""Temanku Elita baru mengalami kecelakaan dan sekarang ada di UGD,"" jawab Vin. ""Apakah dia akan baik-baik saja?""""Para dokter dan perawat akan melakukan yang terbaik,"" kata dokter itu. ""Mereka telah bekerja keras seumur hidup mereka untuk belajar menolong orang lain.""",a man in a doctor's office is giving a child a checkup
"Beberapa saat kemudian seorang perawat keluar dan mengatakan kepada Vin bahwa Elita akan baik-baik saja, dan Vin boleh menjenguknya sekarang. Saat Vin di ruangan Elita, seorang dokter datang untuk memeriksanya.""Aku mau jadi dokter!"" Kata Vin. ""Apakah sulit untuk menjadi dokter?""""Sulit, tapi kamu pasti bisa jika mau bekerja keras dan belajar di sekolah,"" jawab dokter itu.",a close up of a lettered lettered to a person with a smart phone
"""Jadi, aku harus belajar bermacam-macam mata pelajaran?""""Iya,"" dokter itu menjawab. ""Sangat penting untuk mempelajari bermacam pelajaran, terutama IPA dan matematika.""",doctor with a stethoscope and a stethoscope
"Vin selalu mengingat anjuran dokter itu. Sejak saat itu, ia rajin belajar agar cita-cita nya menjadi dokter tercapai.",picture of a duck in a pond with a froggy duck
"Bebek bisa berenang, tetapi tak bisa melompat.",picture of a duckling is standing in a barnyard
"Kodok bisa melompat, tetapi tak bisa terbang.",picture of a duckling is standing in front of a wooden deck
"Kupu-kupu bisa terbang, tetapi tak bisa berlari.",froggy froggy froggy froggy froggy froggy froggy froggy froggy
"Kuda bisa lari, tetapi tak bisa merayap.",picture of a horse and a horse are in the grass
"Ular bisa merayap, tetapi tak bisa berjalan.",picture of a duck in a frame with a clock and a clock
"Ayam bisa berjalan, tetapi tak bisa merangkak.",picture of a horse and a duck in a pond
"Bayi bisa merangkak, tetapi tak bisa berenang.",horse with a man riding on a horse with a bird on it
"Mereka semua bisa berenang, melompat, terbang, berlari, merayap, berjalan, dan merangkak.",a picture taken from a birdie of a stork bird standing on a rock
Burung punya dua kaki.,cowgirl with a bird on her back and a bird on her back
Bangau juga punya dua kaki.,elephant with a toothbrush in its mouth and a toothbrush in its mouth
Sapi punya empat kaki.,a picture taken from a  of a buggy insect in the night
Gajah juga punya empat kaki.,a ish insect insect insect insect insect insect insect insect insect insect insect insect insect insect insect insect
Tonggeret mempunyai enam kaki.,a picture taken from a spider webcamo of a spider webpage
Kunang-kunang juga punya enam kaki.,octopus octopus with a pencil and ruler on a white background
Laba-laba mempunyai delapan kaki.,a group of  animals and birds in various poses
Gurita juga punya delapan kaki.,picture of a  picture of a group of bugs in a garden
Musim panas tahun ini terasa panjang. Negeri Semut pun dilanda kekeringan. Penduduk Negeri Semut cemas karena persediaan makanan dan air makin terbatas.,picture of a man is being taken from a van
"Penduduk bertanya-tanya, adakah di antara mereka yang bersedia mengembara untuk mencari air dan makanan? Dua semut maju menawarkan bantuan. Biar kami saja yang pergi, kata mereka tak gentar.",picture of a group of bees and bees on a hill
"Dua semut memulai perjalanan panjang demi menyelamatkan seluruh penduduk negerinya. Di bawah naungan sinar matahari yang terik menyengat, mereka berjalan hingga mandi keringat.",ants - up to the antelopepepepe antelope antelope ant
"Hingga suatu waktu, dua semut memutuskan untuk beristirahat. Belum lama beristirahat, tiba-tiba mereka mendengar teriakan, Tolong aku! Tolong aku!",group of ants and ants in a garden
"Ternyata, seekor lebah madu terjebak di dalam kuncup bunga. Semua cara telah dicobanya agar bisa keluar, tetapi belum berhasil.",mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse
"Dua semut itu memberanikan diri menolong si lebah madu. Dengan peluh bercucuran, mereka pun berhasil menariknya keluar.",mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse
"Ketiganya makan sambil bertukar cerita. Usai mendengar penuturan kedua semut, lebah berkata, Oh, kebetulan! Aku mengetahui keberadaan sebuah tempat yang subur dan makmur. Maukah kalian kutunjukkan jalan ke sana?",picture of a man and woman riding bicycles in the night
"Dua semut mengiyakan dengan bersemangat. Keduanya kembali berjalan dengan mengikuti petunjuk dari lebah. Siang malam, mereka berjalan tak kenal lelah.",mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse
"Akhirnya tibalah mereka di sebuah hutan lebat, hijau menghampar sejauh mata memandang. Pepohonan tumbuh subur dipenuhi buah-buahan manis. Terdengar pula suara air yang mengalir deras di sungai.",characters in a  style with a house and a cat
Dua semut itu sangat gembira. Mereka segera pulang dan mengabarkan berita ini kepada segenap penduduk Negeri Semut.,group of bees and bees on a hill
"Semut-semut berbondong-bondong menuju tempat baru nan permai. Dengan kegigihannya, mereka membangun kembali Negeri Semut yang megah dan damai. Sementara itu, dua semut disanjung dan dipuja di seluruh pelosok negeri. Mereka mendapat julukan Dua Semut Kesatria karena sikapnya yang pemberani.",picture of a  antelope with a happy antelope
"Hari ini, Ibu sedang tidak ada di rumah. Tikus Kecil harus pergi membeli roti sendiri. Sayang, toko rotinya tutup. Tikus Kecil pun pulang dengan perut lapar.",buggy buggy buggy buggy buggy buggy buggy bug
"Dalam perjalanan pulang, Tikus Kecil tak sengaja mencium aroma yang sangat lezat dari sebuah rumah kecil di pinggir jalan. Karena lapar, Tikus Kecil menyelinap ke dalam rumah tersebut melalui lubang di bawah pagar kayu.",mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse
"Dia melihat ada kue yang baru matang di atas meja. Setelah memastikan tidak ada orang di sekitarnya, Tikus Kecil kemudian melahap kue tersebut.",cat in a field with a cat in the background
"Setelah melahap habis kuenya, perut Tikus Kecil menjadi buncit. Dia kembali ke lubang pagar untuk keluar. Namun, celaka, perutnya sudah tidak muat melewati lubang tersebut.",cat and mouse playing with a bowl of food
"Hei hei, sudah makan kabur, ya?Terperanjat oleh suara di belakangnya, Tikus Kecil pun berbalik dan Kucing sudah berdiri di sana.Aku ... aku ... maaf. Aku lapar sekali .... Tikus Kecil tergagap.",cat and mouse playing with a mouse in a house
"Maaf saja? Kamu harus mengganti kuenya juga, dong? tukas Kucing serius kepada Tikus Kecil.Tikus Kecil semakin gamang, tubuhnya gemetar ketakutan dan tak henti-hentinya meminta maaf. Melihat Tikus Kecil ketakutan seperti itu, Kucing pun merasa kasihan padanya.Aku hanya bercanda, tapi jangan diulangi lagi ya, kata Kucing.",chicken - like chicken - like chicken with a chicken on a table
Tikus Kecil merasa sangat lega bisa lolos dari situasi tersebut. Dia pun berterima kasih kepada Kucing dan pulang. Dia berjanji di dalam hati untuk tidak akan mengulangi perbuatannya itu lagi.,elephant playing with water in the water with a bird on the ground
"Pagi itu, ketika semua anak ayam telah menetas dan meninggalkan sarangnya, tiba-tiba Induk Ayam mendengar suararupanya ada anak ayam yang baru menetas. Induk Ayam pun memanggilnya Ayam Cilik.Ayam Cilik susah makan dan hanya mau memakan yang dia suka saja sehingga badannya tak kunjung membesar.",characters of a chicken and a chicken in a farm
